#OTU ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76
Eubacterium_G ventriosum PLC310.16	7460	6555	21252	31339	44660	0	17156	337808	25061	12042	0	15470	93644	8114	0	0	17591	10009	19881	11442	1137	9707	5674	17678	988	6184	44419	8258	7398	18343	14873	20110	1415	3715	742	8890	3299	29427	0	19463	0	5341	1083	990	11041	0	4530	10602	733	0	19090	1779	0	3301	4073	1107	1660	5079	465	1895	11320	7152	1326	15940	1734	4212	0	26898	0	4795	11781	20261	792	19742	5539	6582
Ligilactobacillus salivarius PLC310.24	31992	137791	3892	19665	32591	19652	45683	6234	8279	68475	184298	33285	28623	166096	10293	43321	41104	35214	22901	34542	23540	31048	29840	42137	23960	116606	20005	29991	23350	39734	26247	33389	43588	18519	37940	34908	47679	15741	35674	28067	33688	41905	13821	0	38100	11014	33142	17644	29283	50885	27093	55207	41390	71015	26868	49722	3668	27098	16038	9283	26449	32980	58453	24146	34973	77363	12135	63418	8204	64141	31789	21388	50796	24517	30552	43644
Lactobacillus paragasseri PLC310.7	0	10349	0	4684	7033	4336	5108	5052	2482	5538	600	1928	5171	10756	499	760	1400	2824	3342	2589	795	3235	2470	14486	6607	69122	5211	2618	2201	1936	2189	3964	11342	1150	1266	2766	2213	14971	1138	1517	1316	2158	2057	1109	1942	0	1478	689	2337	2037	0	27074	1054	5451	602	0	2780	1986	2097	0	3166	0	2742	3392	5985	5971	1243	1970	1774	0	2026	2207	1619	1210	2131	804
Bacteroides fragilis_A PLC311.34	5535	11448	0	91925	3700	1912	8774	0	279407	18899	7615	31483	3781	7128	359421	402219	12750	19848	3773	0	259735	2069953	2581239	5545	8409	0	32163	3382	1215	20025	52704	709117	2680	21160	12551	8007	7741	0	8928	10909	95043	0	0	0	16200	0	0	0	0	62622	2172	3848	17418	124420	0	10532	0	1562	4351	0	21019	2684	24685	596	14865	5011	0	7471	0	0	32365	2261	29995	5568	20352	12613
Lachnospira sp000436475 PLC313.4	0	1255	0	0	1569	567	1893	607	3626	0	1048	8514	3096	1621	0	2366	1253	682	55481	499	938	751	906	10753	1386	0	2068	623	1489	1933	7142	2490	1185	0	1094	1526	4962	2082	416	2121	888	571	0	0	2797	612	1180	62970	0	791	3414	1357	0	10308	1084	0	649	817	0	0	0	3401	45319	6280	1430	1359	0	9276	0	2556	1096	36035	866	2559	3335	601
Dialister succinatiphilus PLC314.18	1694	21028	3186	0	9523	11566	24688	4857	16731	24132	13274	7258	25154	16785	19655	38727	16300	16537	6621	13457	26441	9041	7253	20113	39883	785	27379	13231	10043	27078	5479	14332	730633	7362	935	32141	0	16298	14679	8308	17551	6116	1191	2121	12161	2359	23343	14439	12826	47927	16280	956398	21825	24290	1996	3269	2582	6808	2895	2264	11705	27521	28942	22980	41223	5762	2445	29364	2732	30992	20157	7209	37783	23032	14496	21445
Prevotella copri_A PLC314.24	7866	32946	6793	0	636410	51322	50374	0	0	120423	20637	672961	28327	13538	101918	35633	943437	44079	6792	26602	86504	32513	44328	0	56856	0	118513	33628	25819	75773	749070	12637	805857	166414	4175	48971	13304	43432	64133	47301	60422	32115	0	2346	24150	6283	44829	18141	41833	178946	34400	847531	40033	32377	15261	8395	7915	10052	22658	15215	84795	556572	99798	37489	65849	28432	14749	50917	1985	34389	313225	11999	75863	22958	24840	1925351
Fimenecus sp000432435 PLC315.12	22152	5115	1915	8180	9796	40446	19146	14180	119060	62798	0	39996	34458	10559	6695	0	68282	68179	61446	23793	4762	12276	24785	60664	4862	0	119055	26251	16633	0	11043	29308	11918	75624	11603	1993008	20099	26360	22747	21865	86180	18066	0	3279	13065	714	69637	11575	26010	0	40325	10186	0	55239	4022	1293	10098	1842	5485	4888	16338	49341	3821	25613	4762	28254	0	46764	1959	27457	18037	65115	2124	31702	18592	71850
Prevotella sp015074785 PLC315.29	48652	0	3626	11247	1321531	53253	80367	168636	83103	90503	742127	590777	56724	0	474493	47350	250000	244579	74909	97913	360741	241355	296652	47013	290419	0	40513	122868	103759	217025	683596	107099	42342	567257	86636	214122	86129	10391	304108	109025	103440	146564	322032	237060	59812	77977	55571	197867	147596	392950	64823	26060	438531	141069	82529	102903	84514	59136	53649	254442	394335	87354	58178	51551	422145	149569	237993	110839	23099	78476	160605	158946	499706	80304	91076	446548
Veillonella parvula_A PLC317.3	132819	4068	0	22311	4886	9015	10632	1680	80120	5338	26386	11832	12035	5348	77417	6718	6539	10534	4135	8739	59312	15750	14002	34698	20028	0	14926	9167	6311	9000	8738	3947	24416	1060031	6287	0	58553	3209	53479	18102	4880	7705	2667	3497	2272	613	4980	3563	54292	185149	1912	17033	3783	22910	703	6336	2716	4777	89051	3933	72488	2839	65416	3177	15503	78823	0	2371	1350	18538	2057	2721	2632	6083	7012	3863
Enterocloster clostridioformis PLC317.6	14304	3605	3128	49765	3343	15053	8306	223373	150864	30299	51120	12568	63622	3837	2167	96189	67956	114098	34331	58652	4534	66284	136254	71236	11241	2811	28471	58901	39757	145085	11714	12504	1427	634133	2132075	5456	1764417	6381	215406	7505	32540	27429	110072	18277	139107	654	28140	2370	2960	17363	11978	2244	49163	23165	1311	640866	167861	26395	184738	33922	17894	12210	5851	7039	6703	22023	0	11052	106472	10169	79316	30844	12101	4775	45375	57937
Agathobaculum butyriciproducens PLC320.16	0	34536	4180	0	20749	2580	14008	0	88441	41472	567864	0	16461	0	620743	65616	16480	174931	23985	0	386115	244387	376349	5053	226093	3457	0	6069	748	152437	1181	72693	4852	706846	0	147069	260665	6893	151910	2874	88765	99149	0	0	0	0	5223	99695	0	530166	13773	3686	411147	66170	5245	17134	34785	5898	0	3184	378766	48401	24405	6688	376544	2457	0	124531	0	31363	96406	0	326057	101436	46129	31608
Prevotella copri_A PLC321.29	6816	51878	0	98433	581203	19898	38024	7786	117314	106017	119851	834831	44742	22420	65658	64324	678105	99713	107317	16559	62844	38467	36463	41313	57673	108164	50230	17362	13075	72680	901466	27756	27988	73887	468	43764	184618	78199	53941	17639	50370	35182	0	0	44985	0	59842	16692	31346	0	20357	57375	0	167905	0	1727	5754	24074	15535	17653	84886	1390590	64844	4461	109498	65035	0	47957	11467	43642	499914	84070	235960	40019	39753	1355157
Alistipes_A indistinctus PLC321.7	966	16670	0	727	22292	149366	15027	53084	28857	71948	38874	142163	10440	8527	45911	13002	20664	16188	31306	1939	31776	0	0	8324	2863	0	4401	4834	4497	18362	160311	13733	3928	21665	1154	20917	2052	71009	20877	49045	16300	7521	0	611	2116	0	24377	18289	15146	47600	7873	6196	22866	45898	0	1938	1217	8115	5679	568	20913	1406	31650	1878	516	9257	1312	20239	2427	5849	23012	58292	33737	9820	13107	22870
UMGS1071 sp934476545 PLC322.25	1865	1025	4949	0	1201	20190	24746	927	589	1882	1340	20000	15877	709	2380	0	3249	3144	17801	3046	8202	1889	1081	119708	2712	1260	21442	3325	1659	14619	15269	65528	4097	0	1231	9701	2316	128324	5719	6872	957	5539	0	1298	2578	0	2122	1865	0	932	4995	5428	0	5188	0	0	1705	3609	2303	0	1658	2625	16065	5148	2147	2288	0	7689	0	3370	11162	12939	1944	3366	12783	3809
Escherichia coli PLC327.16	215161	232576	60271	8754	115581	580894	624952	0	337161	14333	1336083	4234	30850	202859	16128	19884	111319	13831	1186268	2409770	4852	34853	48024	390426	4872	732561	104597	3359350	3018266	36288	3461	380048	203881	136472	565924	1335	0	53362	585858	0	37543	652325	660477	999947	455694	137015	46670	3751148	247765	75431	50907	39640	829997	0	192825	826468	3136118	1113200	39631	4932370	1876096	20210	21815	10547	2022	450813	504145	25852	6909	42226	150108	5476934	152358	1149	647400	10442
Blautia_A wexlerae PLC328.3	351528	27542	43539	0	73748	110983	98808	180746	11059	15897	106494	49889	28675	45491	32493	0	198212	0	390510	386160	159541	246507	184557	639088	202250	86176	231160	290754	223306	10687	36929	144100	12894	3467	0	266099	0	185945	6124	71785	105494	100392	0	7168	22104	20223	114944	22536	42809	37199	36976	25350	1529	68398	66649	0	103676	60893	65796	3032	238126	35463	74401	259692	112859	306243	5528	23214	134817	0	13459	244909	0	475076	174916	101915
Faecalibacterium duncaniae PLC331.28	9033	1032218	1328	10713	284086	211414	172239	0	30796	47604	15325	230622	34976	1057988	3437	0	161035	32359	24566	16949	12418	35636	37570	4246	710527	1566	934628	15788	12451	19237	106735	21838	54566	0	0	419057	16379	99758	0	56550	1818466	253104	0	0	396	0	141988	0	0	0	275266	83319	0	273556	0	0	1328	20685	2252	0	1874	148374	125489	174958	454633	13234	0	218518	7026	1053504	370303	27470	155987	496078	1065230	267671
Blautia sp000432195 PLC332.10	35317	3596	1297	74717	0	6346	2669	1335	7324	1504	2033	1905	1119	3206	629	690	3570	1249	10839	10722	2912	17190	14481	10304	1874	2162	2514	11588	7502	836	1567	3174	1794	1155	0	1831	27108	6239	3346	3326	816	1346	4349	2628	1935	0	3129	446	6252	1186	2356	2242	0	2184	604	0	4208	2312	7856	1340	3577	2155	1681	3499	598	12823	0	3068	5176	2422	1661	9502	1742	12653	3809	2374
Rothia mucilaginosa_B PLC332.9	14239	4981	1459	9689	4109	15211	3667	1107	1578	4503	7405	2088	3239	5125	1234	0	2968	1204	1792	1261	2588	2985	1667	2895	5223	2405	12389	894	1460	2725	1073	3064	6536	535	3740	2390	8963	4322	0	3512	1479	2500	0	543	0	1191	2206	1000	50098	1513	4285	13815	0	0	3894	4788	2367	6247	7902	874	940	1754	3465	2193	3245	3979	13180	5407	3998	3912	4402	1664	3588	4074	14566	4012
Negativibacillus massiliensis PLC333.9	571	5103	0	0	36061	28663	22056	0	9115	5058	3114	8731	12295	4573	5429	1004	11259	4044	137437	12449	7934	3430	2668	3657	18600	0	40177	19649	12129	3632	7598	12475	5126	0	463	13252	5138	9206	0	17224	46186	23210	0	665	4547	0	9690	1569	0	946	44970	8139	0	144330	494	0	2823	11176	1922	511	1818	35851	20215	18170	10106	0	0	23050	1163	37808	14960	327518	3883	8203	12075	15767
Klebsiella variicola PLC334.15	209290	6311	450	9601	24694	2661830	5701	0	3703	7713	45996	0	10496	4900	0	408	2532415	0	20308	200363	0	164175	141189	3927	0	592	3843	92177	92097	2273	0	2634	660385	17107	585174	0	0	24812	31716	1207	0	18260102	157627	60749	298469	1029259	0	51148	10062803	32262	9925	480092	480984	6105	924431	741807	22705	15667	8064	21096	4965	456666	10260	0	0	1942	113985	0	6092	0	689	50032	0	1616	48510	1343781
Ruminococcus_B gnavus PLC335.1	55311	1097	6017	269502	5164	17036	0	30789	80181	0	22858	0	25824	1163	0	32346	15379	12126	9120	51839	663	83830	64433	47188	35838	12604	0	56624	42968	2026	1530	3861	8407	43194	87230	565	462963	8897	89659	8767	0	3120	290140	93329	0	0	4861	10381	443031	123795	3555	4144	12539	9110	3113	30021	42536	14272	319151	2268	16913	0	0	2924	12534	211920	0	0	225034	0	27163	20298	27346	107286	16453	13955
Blautia_A wexlerae PLC335.13	384189	35937	46294	216831	80022	161259	153860	619475	137053	36681	98701	104970	138027	48509	30342	32292	192191	53789	306100	386132	116150	324975	253645	555538	100100	62000	128761	353099	255534	36026	78909	187741	47554	33361	11316	114268	188420	225859	41051	168745	109215	144346	1882210	60297	68674	17462	184252	30704	101935	74682	137396	65854	7852	127339	40310	9299	110403	233526	34822	25748	471390	85247	157599	247376	64832	376501	18618	108173	86302	110276	64594	218435	83551	321311	217601	128637
Gemmiger sp900540595 PLC337.24	0	42881	3394	0	35414	19924	24879	97522	4225	7170	19772	11964	0	29291	4409	2123	20253	3689	46932	46034	3355	11362	14512	8604	65386	23595	18960	58689	49264	0	10708	33426	27884	1658	31393	13705	2428	344217	13278	134644	13872	50382	101407	28394	777467	94219	26026	18128	46136	1737	44266	38096	11244	15514	15444	31772	25135	28397	0	26814	9039	34860	17621	114599	48310	25283	183438	126397	2370	66512	201115	88964	62694	21569	108876	29265
Ruminococcus_E sp003438075 PLC339.33	45656	12602	0	35728	60496	29641	46633	9797	79826	60481	23416	51667	90539	13012	19459	29845	44100	33467	88256	58434	51886	32161	29315	147299	2347	30427	65283	51160	41319	7777	40764	38398	19815	105633	3053	35484	104640	57251	3933	48191	0	60972	12995	0	122658	0	2215350	115597	0	0	33621	30380	36264	133116	9569	2087	20248	52081	7004	6121	105167	31308	88904	68221	7896	72770	1840	75483	2065	71468	384288	78347	46135	59508	86103	32788
Ruminococcus_B gnavus PLC341.6	14990	0	4343	0	2997	4193	7548	4014	28825	0	141920	11636	9365	0	813	15634	11073	14191	7443	14745	2062	22103	16739	1805	39447	1218	4675	12742	10389	19432	8174	4946	0	0	29930	0	138722	5896	61376	13616	3648	7222	443968	80124	18188	0	7749	0	1457645	73291	5401	0	10581	0	1377	17356	19002	5913	65282	3646	9941	5888	21987	6372	21038	64158	202062	17389	166649	15137	10894	13947	7977	25039	12212	9245
Parabacteroides distasonis PLC342.15	26181	176842	2453	45355	22308	68922	112084	8973	1793783	429923	152611	39669	40885	70698	388900	392079	126845	131827	29789	31780	247280	2862	8911	27384	168883	10837	67383	45644	29554	26088	31488	39871	33007	233857	0	103645	77983	11064	135929	39358	42086	25168	0	7193	18544	0	58598	31415	4201	1366571	31916	41326	987	265528	1387	0	6387	25624	15230	111939	35637	58391	35352	8999	236732	30136	0	73957	1917	65481	73654	54060	123004	74754	48939	146987
Escherichia coli PLC343.24	47593	17578	14952	3482	51576	150142	205957	0	58418	0	116103	3150	11652	15482	0	0	13601	6286	152894	521254	909	23512	20814	353410	1935	38558	31142	716813	648332	8842	2950	161127	557869	57808	706401	0	22543	43608	583490	0	22907	212383	547059	1124305	129746	356105	9749	1110905	299879	8495	836331	121125	749645	57666	496071	977021	927226	388881	6052	4181308	608558	67208	54900	3190	919	95604	0	75569	11904	0	23006	524756	0	0	242150	1531
Mediterraneibacter faecis PLC345.1	315199	60901	1438	54902	157403	178351	112298	22869	20916	116138	66851	275622	172978	84236	57169	0	142100	99910	182833	355414	140159	177400	134437	1044101	127045	422417	289856	335951	277828	24108	199977	160269	30973	0	40635	61134	238723	232519	9085	172610	139305	130341	2410	21264	61875	11354	235762	35292	29300	48711	31460	56085	472034	105256	32339	15219	228451	110314	73796	4968	467831	110803	128485	103310	77552	650186	0	142240	20234	221738	128789	158590	50204	39713	128959	136684
Acutalibacter timonensis PLC346.26	3076	3541	0	2582	3893	13503	13183	4130	3369	7691	5913	13079	0	2687	8725	0	7383	1725	8289	4259	7892	4722	3618	8074	2049	0	13415	3650	2146	2635	9922	11619	3403	0	0	7596	1307	4781	0	1761	3246	4980	0	718	1277	0	205798	697	0	0	22221	4506	0	538891	1067	1682	3197	0	979	0	1367	5320	8285	20376	902	0	0	6749	2167	9219	870	9422	2424	5862	13579	8441
Clostridium_Q fessum PLC349.4	6078	2057	488	983	145600	15540	2892	4210	12739	18318	0	10801	7850	1134	0	0	45344	2594	23744	17997	0	5849	11306	44425	21450	67706	25572	17057	13096	0	6131	972	4091	0	27076	6127	35458	15337	9602	28662	441	6002	0	6247	65593	0	13166	9238	0	32641	24379	2539	0	589	7158	8096	554350	22334	3211	601	2141	14373	20455	9821	15516	58802	0	29925	1032	34448	20953	30260	5695	19657	25408	32295
Faecalibacterium prausnitzii_E PLC350.23	66698	125373	0	10998	158987	130936	168974	91267	17576	38124	77079	66217	110562	109232	14632	3125	96376	88676	653059	132804	27026	16640	15161	90179	877301	269713	386596	164503	142047	60032	31355	327173	136352	0	8594	165232	62321	200296	22633	1982012	53005	131679	18452	40329	28667	6044	74934	363617	19024	17392	136215	239116	6860	169356	17730	14985	57254	5361059	3218	79951	54847	93309	445276	149995	583030	34440	4625	214288	6672	479090	1764003	605236	839763	114155	255443	148222
Bacteroides uniformis PLC350.4	27885	95009	667	16213	34358	101578	104254	17507	231562	333073	148129	59291	22836	82064	343775	77721	66928	300964	66288	28302	280679	0	11479	87883	104520	0	92850	43806	33458	0	58559	67341	33911	337124	0	187818	68920	79984	167687	136423	277958	50043	0	0	80443	0	148041	109934	72034	614845	126679	61125	0	989975	0	0	32721	2600306	21959	51958	212073	31512	317642	80772	87726	73180	11622	167929	0	171775	87051	62500	304894	161696	73208	67575
Dorea_A longicatena_B PLC351.6	39426	24363	5854	3242	67265	28393	23205	91491	36790	12336	23451	20346	50162	19623	10690	1147	21460	11225	25342	62958	49426	41961	33227	159376	18295	60193	130553	56359	42672	12212	14269	49363	7323	17424	4564	70481	26445	96540	21637	25103	15599	22727	0	26920	24212	4662	12882	14625	6810	0	23057	14411	10646	59021	17984	2607	19301	46729	333747	3812	4679	29296	54045	37750	16429	78177	0	53813	958	32494	11250	17513	39009	150370	84280	16442
Dorea formicigenerans PLC353.8	16567	50383	8365	10953	70234	79709	22387	7924	249587	29346	8123	75708	49666	51059	22273	1018	105632	2800	91144	111574	60444	6091	5495	200311	36449	40033	62268	100556	70304	20712	54641	87519	37820	2120	723	60612	8965	174924	4476	66555	4664	35414	4656	5749	57642	9713	12805	33518	4140	3927	32435	68164	1200	36061	26329	0	51940	98161	1151	1260	220708	55416	87069	83446	29854	37876	0	121745	29055	79057	66665	39799	81498	259786	133765	109128
Lachnospira sp000437735 PLC355.2	5344	2432	880	0	12426	2616	17982	6390	0	1396	7600	15382	11186	3314	6201	1024	6801	18898	28352	9596	14067	8071	5548	20373	4149	0	16272	8541	8173	2946	13903	12090	2678	470	2675	7974	0	7884	17810	8716	4745	6239	4108	1861	14780	1416	17999	2093	648	3474	13054	3643	865	5482	2689	630	4007	8947	1248	4823	8234	6218	360556	25791	3027	5167	0	5376	2092	6154	5688	18469	3223	15864	4528	9691
Parabacteroides merdae PLC355.27	2181	138309	1272	0	85629	40069	85744	0	10062	102770	0	59612	0	114870	102497	238669	41792	348832	21160	0	73037	21149	38444	0	45145	60533	17977	0	0	0	79747	95496	22390	6507	0	15470	6903	13221	192027	18128	133929	9053	0	36105	10623	0	117256	11699	0	6412	56416	19584	0	20118	0	0	11491	2992	8689	27722	177753	17969	562816	13182	46578	0	0	189446	95631	90394	274351	34601	61986	133763	95247	60268
Haemophilus_D parainfluenzae_J PLC356.3	1565	4062	1223	2464	13303	0	7982	2322	9409	17289	40911	11707	17892	3618	6387	33759	15848	9555	7993	7157	9714	8021	7860	16919	10496	40080	8102	5034	3613	48484	11641	6267	7430	6901	10125	16695	9143	4434	17449	10068	4924	0	4018	537	9701	0	4020	23352	13436	50073	5910	6468	24455	9427	10762	12419	3455	4695	5989	6312	12258	7458	54809	2452	11411	34244	3733	8133	1795	34332	0	6548	9069	5722	3584	7293
Eubacterium_G sp000434315 PLC357.15	0	487	9436	0	3931	18174	14363	5037	1822	4234	2135	29639	2475	0	2445	0	1576	2203	1269	55387	6587	2836	2011	0	4334	2102	18758	21363	32352	2985	35298	144137	12967	0	0	11061	450	6810	2563	12453	32508	7933	549	500	5676	0	57740	3645	551	511	100916	16442	0	0	649	0	2074	8769	0	0	0	13845	20241	236560	3459	5010	0	5596	984	19627	1323	1155	13257	5435	1950	546
Coprococcus eutactus S36.16	15989	4923	1754	1609	15154	40147	402721	5123	6477	9566	19762	3829	64826	3988	12810	14910	7828	23849	75597	6555	9669	10816	11735	5251	98781	31583	16563	7589	5385	28020	2603	104497	7198	13304	0	11227	4141	22308	9243	5654	10388	12511	3351	803	5102	0	0	5048	3091	6574	7517	11173	4173	12476	6198	0	1540	7332	3484	5303	13710	22156	13599	139360	102812	14052	0	1263429	4883	6109	11529	53473	14445	24233	15789	4360
Amedibacillus dolichus S37.15	15740	3772	78433	21460	8601	5552	9420	32521	18123	4915	0	3123	14252	5222	0	0	9108	10034	15760	23098	2390	38052	27953	88622	12744	1047	4111	21440	16044	837	2162	16785	2293	1747	7160	3373	117517	8638	53383	7642	4749	5309	0	44881	6400	0	9316	29744	6727	0	7336	5779	0	4902	0	658	16213	5281	137410	7164	20949	6145	6410	17774	10314	13228	9128	6877	3055	5874	2403	14885	3072	14232	14099	7451
Enterocloster sp000431375 S38.25	177946	66458	45871	153322	49632	23353	18317	20260	14771	4427	57946	8721	59661	56561	4666	822	119281	87164	9014	4632	12790	3678	5903	229040	50332	37382	81908	4089	3579	41426	7505	965	3197	0	2403	37907	5759120	4182	528216	89929	4382	1271	438	3277	93317	0	2415	37461	0	414890	36286	2684	0	1798	99620	797	6442	152134	59222	0	44632	109859	40226	9877	42475	2684899	0	15912	4894	9931	32705	4770	634255	67214	8715	60486
Megasphaera sp000417505 S39.6	194751	999725	717	34960	37819	2370	5677	46128	12670	0	1120	1248	0	774788	0	1541	3570	0	3003	5542	0	8476	23038	5031	4038	16088	1704	3378	2165	0	1263	1207	4648	3489	701	0	490	1256	5336	2271	955	4570	4040	661	1286	14287	1285	0	1603	0	1631	6471	0	640	756	6502	3153	29750	292383	2189	5796	3865	1048	4408	2049	2763	15183	14305	2046	799	733	3129	1072	99489	2373	946
Dorea_A longicatena S42.12	60456	3395	55226	941	121528	13297	55047	13086	2554	1446	5404	3384	5431	4076	26786	0	250263	938	864	12934	95816	482750	367944	26777	254590	10099	5207	11908	9018	1234	1828	240470	62765	0	0	308356	2788	368225	3619	8142	1392	6952	429	4738	2889	752	8528	2879	0	17822	4231	143696	2291	11268	3148	0	182127	9195	3579	0	2277	120758	12318	13440	169047	659766	0	15858	614	7296	2583	4649	90123	20351	16505	185752
Rothia mucilaginosa_B S42.25	13019	665	6595	10161	490	11045	1659	598	0	1127	8692	732	1543	793	739	0	1040	0	762	566	1405	2074	1478	4539	2178	1397	2594	582	1910	1548	744	3762	9125	760	2111	0	15171	2581	0	0	547	1087	837	632	0	13327	1821	1273	56402	3112	2380	13469	906	1886	4412	3934	6313	6500	6296	4334	0	1829	1502	889	0	1099	15075	1123	4226	2147	0	1144	1876	765	12112	790
Ruthenibacterium lactatiformans S42.5	74640	71975	26865	186574	9890	296170	31170	94915	36675	94690	36522	70831	186288	102096	138958	4440	6077	164604	203403	201509	173580	29367	22011	95910	90264	12160	15141	191051	130015	207585	115016	166004	6034	0	715	29170	63766	74416	26482	39281	54652	10880	0	4641	50468	1811	32483	1746	0	11324	19080	9488	11256	131325	528	0	268624	67792	58133	1150	407883	24663	7765	19223	64385	0	0	8925	292047	10871	106708	170190	11787	140572	113074	4964
Roseburia intestinalis S43.19	5202	2314	2252	6293	9203	16061	31358	785	6681	32295	12194	4520	126468	2685	2426	31546	43388	4808	25343	37818	8230	9180	7257	228093	8745	506	85891	23535	53313	30001	4484	17723	5834	0	0	134215	11784	5242	3952	50556	16511	6108	0	0	14367	2972	8095	20410	4261	14462	25484	4876	0	59298	1807	0	43716	8615	0	1567	9330	4163	9151	17708	7690	8543	0	109276	12729	83068	8067	20009	113049	8471	56790	31109
Anaerobutyricum soehngenii S43.2	82602	21364	11787	204203	33932	46325	28052	11931	10089	28986	7325	311267	43498	27320	39154	0	93117	37181	149620	110193	242446	137213	108015	276526	25422	33252	113056	87910	80379	818	171207	53535	23645	8336	0	70756	0	70476	0	68699	232663	18615	0	0	40299	3630	35386	21960	0	0	63986	34019	801	31280	7897	0	13178	15403	7052	2917	61512	36262	20371	58805	18708	14231	1332	64308	7059	40765	31526	69931	28531	89917	12112	53741
Choladocola sp003480725 S43.9	5873	14155	814	4291	22852	12695	7606	3548	1805	15713	0	18240	9429	10910	1042	491	32396	2698	9840	4295	2493	4233	4185	22275	7896	2760	13464	3480	2592	6643	12114	9261	3054	0	820	7765	18405	7295	1765	4739	12798	4328	0	812	4361	876	5034	2203	0	4097	12070	4013	0	4647	2344	0	3762	5916	1751	0	1749	8938	26752	15917	7360	6648	0	13492	0	16024	6733	9508	45352	2647	6918	33870
Ruminococcus_C callidus S44.7	4699	19953	0	0	59451	16964	23806	0	11095	3386	10735	13425	25092	20960	0	0	24046	15452	19358	6582	2853	1517	2347	3782	43961	0	40360	5258	4293	5596	6915	15123	8600	0	8537	126483	29412	6487	67510	35664	11259	15529	117296	74840	15225	1153	14293	481	0	1074	43041	11030	1601	43259	708	7219	7437	66378	2555	0	2236	57350	21358	20163	25221	28273	65591	51509	1941	77912	31194	41625	19240	25417	181309	32760
Gastranaerophilaceae S45.28	119646	2097	0	1311	3093	1367	4551	1716	8224	1516	7926	1669	1922	2221	706	829	3679	1336	1131	4520	2430	5998	4656	3408	798	7015	2424	4304	3759	1408	1021	2699	692	692	0	1168	4369	1225	4169	1527	2991	720	0	676	1817	0	1237	663	632	850	1025	870	0	3155	519	0	753	3859	76946	0	4669	609	668	4352	882	7084	0	965	499	3420	2596	0	2727	1335	2220	2656
Alistipes onderdonkii S46.14	16548	4824	542	0	19174	64762	6269	1227	29822	136160	57906	24574	5670	2692	48626	1000	21332	44489	15098	10334	33233	2121	481	10215	28151	0	20603	7147	5936	26146	31584	21486	18105	80792	16760	34846	4289	0	3947	21090	14838	51269	752	1004	7913	2419	67976	34501	0	0	7333	43550	6283	286387	17862	27548	0	12272	7377	0	28458	2916	133547	0	44316	0	4502	17128	6748	6252	20815	15635	0	12574	16255	30352
Faecalibacterium prausnitzii_D S46.19	15209	78861	0	0	538105	234302	266506	0	11623	23868	380869	137228	350884	54583	11673	0	280360	49422	139080	18551	14676	35404	38697	17765	124329	0	710758	21028	14909	147284	77175	62505	77332	0	2525	759541	5022	50849	0	103719	211719	179561	0	1273	7218	0	318638	5373	0	583	222794	113242	0	120065	9432	0	2974	170793	0	0	0	138136	146240	83636	88534	43075	0	479693	0	460932	246201	158292	152834	147892	316788	530322
Acutalibacteraceae S49.19	8387	19296	2066	65236	13254	18191	29518	2210	39312	20270	38966	33766	50861	16108	14497	3633	39757	29468	16862	33719	1392	666	1289	8495	43338	17929	97813	35093	22932	24637	21255	18474	6617	0	0	56355	19079	11853	0	51432	24840	27327	3003	0	16877	0	18237	7122	0	0	79020	13136	0	80945	0	0	6028	0	7058	0	18059	31952	64086	42184	21256	1599	0	69885	1542	121779	96700	36809	36243	20957	64183	63822
Escherichia coli S49.22	160177	5013	5698	698806	5005	36597	43708	209635	23544	0	42918	27247	28917	6210	6515	0	28385	89923	159865	74085	9860	61428	58154	27479	34350	24649	18264	98059	91042	10184	25863	41067	193768	23989	129476	5438	138171	39198	963206	48523	8460	65772	210399	2196813	82255	940496	1968	2398059	301847	0	18264	44461	180110	35586	388026	156799	206166	49187	93261	324376	64403	64905	6603	1456	37036	255890	486269	8708	197844	3733	16415	435152	26419	1396	22082	19490
Acutalibacteraceae S50.10	1333	766	2059	914	2254	0	2018	2083	1319	594	1717	2685	1908	781	0	0	1561	1405	4584	1219	0	804	622	2156	907	3178	991	932	1190	1318	2755	5492	1212	0	1129	0	2344	3640	444	1014	593	1742	0	0	486	0	802	565	0	0	637	2254	0	2452	773	0	3100	0	1136	0	2078	920	3078	4589	0	976	0	3170	829	4297	681	3797	1526	0	1954	2095
Vescimonas sp000435555 S50.17	0	2790	0	644	5376	9996	7665	4440	0	4209	0	12478	1421	2286	3921	0	5335	1961	4614	1363	4171	0	591	0	3322	0	11754	1571	626	2260	14649	5371	5281	0	1710	1052	0	18398	4038	3563	0	13284	2805	6803	0	0	2878	708	1345	1548	56010	12792	1167	0	930	2539	0	1791	462	2340	3171	2484	4177	6620	2193	0	5717	11874	777	16379	16699	6308	7165	2436	11258	10079
Streptococcus S50.41	23950	25096	9805	37814	21665	17504	18993	5858	0	555	7631	8228	12647	32806	3451	1543	14943	2530	14905	12633	13203	14635	10271	27078	12441	52313	13183	12548	12052	2907	4825	38001	10020	438	5693	8854	68714	274688	2981	15808	13259	6610	2076	2627	5680	4050	8819	6815	51479	3661	13797	14675	3033	25617	4543	7590	15791	14287	16924	2645	13775	6669	8559	10119	5643	14964	2873	10231	11121	7737	3227	10666	2274	9791	6245	6060
